cve	scorev3	vector	upstream_fix_phrase	summary	link	filter_reason
CVE-2024-49920	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Check null pointers before multiple uses  [WHAT & HOW] Poniters, such as stream_enc and dc->bw_vbios, are null checked previously in the same function, so Coverity warns "implies that stream_enc and dc->bw_vbios might be null". They are used multiple times in the subsequent code and need to be checked.  This fixes 10 FORWARD_NULL issues reported by Coverity.	https://nvd.nist.gov/vuln/detail/CVE-2024-49920	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49921	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Check null pointers before used  [WHAT & HOW] Poniters, such as dc->clk_mgr, are null checked previously in the same function, so Coverity warns "implies that "dc->clk_mgr" might be null". As a result, these pointers need to be checked when used again.  This fixes 10 FORWARD_NULL issues reported by Coverity.	https://nvd.nist.gov/vuln/detail/CVE-2024-49921	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49922	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Check null pointers before using them  [WHAT & HOW] These pointers are null checked previously in the same function, indicating they might be null as reported by Coverity. As a result, they need to be checked when used again.  This fixes 3 FORWARD_NULL issue reported by Coverity.	https://nvd.nist.gov/vuln/detail/CVE-2024-49922	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49923	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Pass non-null to dcn20_validate_apply_pipe_split_flags  [WHAT & HOW] "dcn20_validate_apply_pipe_split_flags" dereferences merge, and thus it cannot be a null pointer. Let's pass a valid pointer to avoid null dereference.  This fixes 2 FORWARD_NULL issues reported by Coverity.	https://nvd.nist.gov/vuln/detail/CVE-2024-49923	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49926	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  rcu-tasks: Fix access non-existent percpu rtpcp variable in rcu_tasks_need_gpcb()  For kernels built with CONFIG_FORCE_NR_CPUS=y, the nr_cpu_ids is defined as NR_CPUS instead of the number of possible cpus, this will cause the following system panic:  smpboot: Allowing 4 CPUs, 0 hotplug CPUs ... setup_percpu: NR_CPUS:512 nr_cpumask_bits:512 nr_cpu_ids:512 nr_node_ids:1 ... BUG: unable to handle page fault for address: ffffffff9911c8c8 Oops: 0000 [#1] PREEMPT SMP PTI CPU: 0 PID: 15 Comm: rcu_tasks_trace Tainted: G W 6.6.21 #1 5dc7acf91a5e8e9ac9dcfc35bee0245691283ea6 RIP: 0010:rcu_tasks_need_gpcb+0x25d/0x2c0 RSP: 0018:ffffa371c00a3e60 EFLAGS: 00010082 CR2: ffffffff9911c8c8 CR3: 000000040fa20005 CR4: 00000000001706f0 Call Trace: <TASK> ? __die+0x23/0x80 ? page_fault_oops+0xa4/0x180 ? exc_page_fault+0x152/0x180 ? asm_exc_page_fault+0x26/0x40 ? rcu_tasks_need_gpcb+0x25d/0x2c0 ? __pfx_rcu_tasks_kthread+0x40/0x40 rcu_tasks_one_gp+0x69/0x180 rcu_tasks_kthread+0x94/0xc0 kthread+0xe8/0x140 ? __pfx_kthread+0x40/0x40 ret_from_fork+0x34/0x80 ? __pfx_kthread+0x40/0x40 ret_from_fork_asm+0x1b/0x80 </TASK>  Considering that there may be holes in the CPU numbers, use the maximum possible cpu number, instead of nr_cpu_ids, for configuring enqueue and dequeue limits.  [ neeraj.upadhyay: Fix htmldocs build error reported by Stephen Rothwell ]	https://nvd.nist.gov/vuln/detail/CVE-2024-49926	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49932	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  btrfs: don't readahead the relocation inode on RST  On relocation we're doing readahead on the relocation inode, but if the filesystem is backed by a RAID stripe tree we can get ENOENT (e.g. due to preallocated extents not being mapped in the RST) from the lookup.  But readahead doesn't handle the error and submits invalid reads to the device, causing an assertion in the scatter-gather list code:    BTRFS info (device nvme1n1): balance: start -d -m -s   BTRFS info (device nvme1n1): relocating block group 6480920576 flags data|raid0   BTRFS error (device nvme1n1): cannot find raid-stripe for logical [6481928192, 6481969152] devid 2, profile raid0   ------------[ cut here ]------------   kernel BUG at include/linux/scatterlist.h:115!   Oops: invalid opcode: 0000 [#1] PREEMPT SMP PTI   CPU: 0 PID: 1012 Comm: btrfs Not tainted 6.10.0-rc7+ #567   RIP: 0010:__blk_rq_map_sg+0x339/0x4a0   RSP: 0018:ffffc90001a43820 EFLAGS: 00010202   RAX: 0000000000000000 RBX: 0000000000000000 RCX: ffffea00045d4802   RDX: 0000000117520000 RSI: 0000000000000000 RDI: ffff8881027d1000   RBP: 0000000000003000 R08: ffffea00045d4902 R09: 0000000000000000   R10: 0000000000000000 R11: 0000000000001000 R12: ffff8881003d10b8   R13: ffffc90001a438f0 R14: 0000000000000000 R15: 0000000000003000   FS:  00007fcc048a6900(0000) GS:ffff88813bc00000(0000) knlGS:0000000000000000   CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033   CR2: 000000002cd11000 CR3: 00000001109ea001 CR4: 0000000000370eb0   Call Trace:    <TASK>    ? __die_body.cold+0x14/0x25    ? die+0x2e/0x50    ? do_trap+0xca/0x110    ? do_error_trap+0x65/0x80    ? __blk_rq_map_sg+0x339/0x4a0    ? exc_invalid_op+0x50/0x70    ? __blk_rq_map_sg+0x339/0x4a0    ? asm_exc_invalid_op+0x1a/0x20    ? __blk_rq_map_sg+0x339/0x4a0    nvme_prep_rq.part.0+0x9d/0x770    nvme_queue_rq+0x7d/0x1e0    __blk_mq_issue_directly+0x2a/0x90    ? blk_mq_get_budget_and_tag+0x61/0x90    blk_mq_try_issue_list_directly+0x56/0xf0    blk_mq_flush_plug_list.part.0+0x52b/0x5d0    __blk_flush_plug+0xc6/0x110    blk_finish_plug+0x28/0x40    read_pages+0x160/0x1c0    page_cache_ra_unbounded+0x109/0x180    relocate_file_extent_cluster+0x611/0x6a0    ? btrfs_search_slot+0xba4/0xd20    ? balance_dirty_pages_ratelimited_flags+0x26/0xb00    relocate_data_extent.constprop.0+0x134/0x160    relocate_block_group+0x3f2/0x500    btrfs_relocate_block_group+0x250/0x430    btrfs_relocate_chunk+0x3f/0x130    btrfs_balance+0x71b/0xef0    ? kmalloc_trace_noprof+0x13b/0x280    btrfs_ioctl+0x2c2e/0x3030    ? kvfree_call_rcu+0x1e6/0x340    ? list_lru_add_obj+0x66/0x80    ? mntput_no_expire+0x3a/0x220    __x64_sys_ioctl+0x96/0xc0    do_syscall_64+0x54/0x110    entry_SYSCALL_64_after_hwframe+0x76/0x7e   RIP: 0033:0x7fcc04514f9b   Code: Unable to access opcode bytes at 0x7fcc04514f71.   RSP: 002b:00007ffeba923370 EFLAGS: 00000246 ORIG_RAX: 0000000000000010   RAX: ffffffffffffffda RBX: 0000000000000003 RCX: 00007fcc04514f9b   RDX: 00007ffeba923460 RSI: 00000000c4009420 RDI: 0000000000000003   RBP: 0000000000000000 R08: 0000000000000013 R09: 0000000000000001   R10: 00007fcc043fbba8 R11: 0000000000000246 R12: 00007ffeba924fc5   R13: 00007ffeba923460 R14: 0000000000000002 R15: 00000000004d4bb0    </TASK>   Modules linked in:   ---[ end trace 0000000000000000 ]---   RIP: 0010:__blk_rq_map_sg+0x339/0x4a0   RSP: 0018:ffffc90001a43820 EFLAGS: 00010202   RAX: 0000000000000000 RBX: 0000000000000000 RCX: ffffea00045d4802   RDX: 0000000117520000 RSI: 0000000000000000 RDI: ffff8881027d1000   RBP: 0000000000003000 R08: ffffea00045d4902 R09: 0000000000000000   R10: 0000000000000000 R11: 0000000000001000 R12: ffff8881003d10b8   R13: ffffc90001a438f0 R14: 0000000000000000 R15: 0000000000003000   FS:  00007fcc048a6900(0000) GS:ffff88813bc00000(0000) knlGS:0000000000000000   CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033   CR2: 00007fcc04514f71 CR3: 00000001109ea001 CR4: 0000000000370eb0   Kernel p ---truncated---	https://nvd.nist.gov/vuln/detail/CVE-2024-49932	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49934	4.6	PHYSICAL	yes	In the Linux kernel, the following vulnerability has been resolved:  fs/inode: Prevent dump_mapping() accessing invalid dentry.d_name.name  It's observed that a crash occurs during hot-remove a memory device, in which user is accessing the hugetlb. See calltrace as following:  ------------[ cut here ]------------ WARNING: CPU: 1 PID: 14045 at arch/x86/mm/fault.c:1278 do_user_addr_fault+0x2a0/0x790 Modules linked in: kmem device_dax cxl_mem cxl_pmem cxl_port cxl_pci dax_hmem dax_pmem nd_pmem cxl_acpi nd_btt cxl_core crc32c_intel nvme virtiofs fuse nvme_core nfit libnvdimm dm_multipath scsi_dh_rdac scsi_dh_emc s mirror dm_region_hash dm_log dm_mod CPU: 1 PID: 14045 Comm: daxctl Not tainted 6.10.0-rc2-lizhijian+ #492 Hardware name: QEMU Standard PC (Q35 + ICH9, 2009), BIOS rel-1.16.3-0-ga6ed6b701f0a-prebuilt.qemu.org 04/01/2014 RIP: 0010:do_user_addr_fault+0x2a0/0x790 Code: 48 8b 00 a8 04 0f 84 b5 fe ff ff e9 1c ff ff ff 4c 89 e9 4c 89 e2 be 01 00 00 00 bf 02 00 00 00 e8 b5 ef 24 00 e9 42 fe ff ff <0f> 0b 48 83 c4 08 4c 89 ea 48 89 ee 4c 89 e7 5b 5d 41 5c 41 5d 41 RSP: 0000:ffffc90000a575f0 EFLAGS: 00010046 RAX: ffff88800c303600 RBX: 0000000000000000 RCX: 0000000000000000 RDX: 0000000000001000 RSI: ffffffff82504162 RDI: ffffffff824b2c36 RBP: 0000000000000000 R08: 0000000000000000 R09: 0000000000000000 R10: 0000000000000000 R11: 0000000000000000 R12: ffffc90000a57658 R13: 0000000000001000 R14: ffff88800bc2e040 R15: 0000000000000000 FS:  00007f51cb57d880(0000) GS:ffff88807fd00000(0000) knlGS:0000000000000000 CS:  0010 DS: 0000 ES: 0000 CR0: 0000000080050033 CR2: 0000000000001000 CR3: 00000000072e2004 CR4: 00000000001706f0 DR0: 0000000000000000 DR1: 0000000000000000 DR2: 0000000000000000 DR3: 0000000000000000 DR6: 00000000fffe0ff0 DR7: 0000000000000400 Call Trace:  <TASK>  ? __warn+0x8d/0x190  ? do_user_addr_fault+0x2a0/0x790  ? report_bug+0x1c3/0x1d0  ? handle_bug+0x3c/0x70  ? exc_invalid_op+0x14/0x70  ? asm_exc_invalid_op+0x16/0x20  ? do_user_addr_fault+0x2a0/0x790  ? exc_page_fault+0x31/0x200  exc_page_fault+0x68/0x200 <...snip...> BUG: unable to handle page fault for address: 0000000000001000  #PF: supervisor read access in kernel mode  #PF: error_code(0x0000) - not-present page  PGD 800000000ad92067 P4D 800000000ad92067 PUD 7677067 PMD 0  Oops: Oops: 0000 [#1] PREEMPT SMP PTI  ---[ end trace 0000000000000000 ]---  BUG: unable to handle page fault for address: 0000000000001000  #PF: supervisor read access in kernel mode  #PF: error_code(0x0000) - not-present page  PGD 800000000ad92067 P4D 800000000ad92067 PUD 7677067 PMD 0  Oops: Oops: 0000 [#1] PREEMPT SMP PTI  CPU: 1 PID: 14045 Comm: daxctl Kdump: loaded Tainted: G        W          6.10.0-rc2-lizhijian+ #492  Hardware name: QEMU Standard PC (Q35 + ICH9, 2009), BIOS rel-1.16.3-0-ga6ed6b701f0a-prebuilt.qemu.org 04/01/2014  RIP: 0010:dentry_name+0x1f4/0x440 <...snip...> ? dentry_name+0x2fa/0x440 vsnprintf+0x1f3/0x4f0 vprintk_store+0x23a/0x540 vprintk_emit+0x6d/0x330 _printk+0x58/0x80 dump_mapping+0x10b/0x1a0 ? __pfx_free_object_rcu+0x10/0x10 __dump_page+0x26b/0x3e0 ? vprintk_emit+0xe0/0x330 ? _printk+0x58/0x80 ? dump_page+0x17/0x50 dump_page+0x17/0x50 do_migrate_range+0x2f7/0x7f0 ? do_migrate_range+0x42/0x7f0 ? offline_pages+0x2f4/0x8c0 offline_pages+0x60a/0x8c0 memory_subsys_offline+0x9f/0x1c0 ? lockdep_hardirqs_on+0x77/0x100 ? _raw_spin_unlock_irqrestore+0x38/0x60 device_offline+0xe3/0x110 state_store+0x6e/0xc0 kernfs_fop_write_iter+0x143/0x200 vfs_write+0x39f/0x560 ksys_write+0x65/0xf0 do_syscall_64+0x62/0x130  Previously, some sanity check have been done in dump_mapping() before the print facility parsing '%pd' though, it's still possible to run into an invalid dentry.d_name.name.  Since dump_mapping() only needs to dump the filename only, retrieve it by itself in a safer way to prevent an unnecessary crash.  Note that either retrieving the filename with '%pd' or strncpy_from_kernel_nofault(), the filename could be unreliable.	https://nvd.nist.gov/vuln/detail/CVE-2024-49934	filtered-vector-low-criticality: PHYSICAL scorev3<7
CVE-2024-49940	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  l2tp: prevent possible tunnel refcount underflow  When a session is created, it sets a backpointer to its tunnel. When the session refcount drops to 0, l2tp_session_free drops the tunnel refcount if session->tunnel is non-NULL. However, session->tunnel is set in l2tp_session_create, before the tunnel refcount is incremented by l2tp_session_register, which leaves a small window where session->tunnel is non-NULL when the tunnel refcount hasn't been bumped.  Moving the assignment to l2tp_session_register is trivial but l2tp_session_create calls l2tp_session_set_header_len which uses session->tunnel to get the tunnel's encap. Add an encap arg to l2tp_session_set_header_len to avoid using session->tunnel.  If l2tpv3 sessions have colliding IDs, it is possible for l2tp_v3_session_get to race with l2tp_session_register and fetch a session which doesn't yet have session->tunnel set. Add a check for this case.	https://nvd.nist.gov/vuln/detail/CVE-2024-49940	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49945	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  net/ncsi: Disable the ncsi work before freeing the associated structure  The work function can run after the ncsi device is freed, resulting in use-after-free bugs or kernel panic.	https://nvd.nist.gov/vuln/detail/CVE-2024-49945	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49968	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  ext4: filesystems without casefold feature cannot be mounted with siphash  When mounting the ext4 filesystem, if the default hash version is set to DX_HASH_SIPHASH but the casefold feature is not set, exit the mounting.	https://nvd.nist.gov/vuln/detail/CVE-2024-49968	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49970	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Implement bounds check for stream encoder creation in DCN401  'stream_enc_regs' array is an array of dcn10_stream_enc_registers structures. The array is initialized with four elements, corresponding to the four calls to stream_enc_regs() in the array initializer. This means that valid indices for this array are 0, 1, 2, and 3.  The error message 'stream_enc_regs' 4 <= 5 below, is indicating that there is an attempt to access this array with an index of 5, which is out of bounds. This could lead to undefined behavior  Here, eng_id is used as an index to access the stream_enc_regs array. If eng_id is 5, this would result in an out-of-bounds access on the stream_enc_regs array.  Thus fixing Buffer overflow error in dcn401_stream_encoder_create  Found by smatch: drivers/gpu/drm/amd/amdgpu/../display/dc/resource/dcn401/dcn401_resource.c:1209 dcn401_stream_encoder_create() error: buffer overflow 'stream_enc_regs' 4 <= 5	https://nvd.nist.gov/vuln/detail/CVE-2024-49970	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49971	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Increase array size of dummy_boolean  [WHY] dml2_core_shared_mode_support and dml_core_mode_support access the third element of dummy_boolean, i.e. hw_debug5 = &s->dummy_boolean[2], when dummy_boolean has size of 2. Any assignment to hw_debug5 causes an OVERRUN.  [HOW] Increase dummy_boolean's array size to 3.  This fixes 2 OVERRUN issues reported by Coverity.	https://nvd.nist.gov/vuln/detail/CVE-2024-49971	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49972	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: Deallocate DML memory if allocation fails  [Why] When DC state create DML memory allocation fails, memory is not deallocated subsequently, resulting in uninitialized structure that is not NULL.  [How] Deallocate memory if DML memory allocation fails.	https://nvd.nist.gov/vuln/detail/CVE-2024-49972	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49974	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  NFSD: Limit the number of concurrent async COPY operations  Nothing appears to limit the number of concurrent async COPY operations that clients can start. In addition, AFAICT each async COPY can copy an unlimited number of 4MB chunks, so can run for a long time. Thus IMO async COPY can become a DoS vector.  Add a restriction mechanism that bounds the number of concurrent background COPY operations. Start simple and try to be fair -- this patch implements a per-namespace limit.  An async COPY request that occurs while this limit is exceeded gets NFS4ERR_DELAY. The requesting client can choose to send the request again after a delay or fall back to a traditional read/write style copy.  If there is need to make the mechanism more sophisticated, we can visit that in future patches.	https://nvd.nist.gov/vuln/detail/CVE-2024-49974	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49990	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/xe/hdcp: Check GSC structure validity  Sometimes xe_gsc is not initialized when checked at HDCP capability check. Add gsc structure check to avoid null pointer error.	https://nvd.nist.gov/vuln/detail/CVE-2024-49990	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49994	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  block: fix integer overflow in BLKSECDISCARD  I independently rediscovered  	commit 22d24a544b0d49bbcbd61c8c0eaf77d3c9297155 	block: fix overflow in blk_ioctl_discard()  but for secure erase.  Same problem:  	uint64_t r[2] = {512, 18446744073709551104ULL}; 	ioctl(fd, BLKSECDISCARD, r);  will enter near infinite loop inside blkdev_issue_secure_erase():  	a.out: attempt to access beyond end of device 	loop0: rw=5, sector=3399043073, nr_sectors = 1024 limit=2048 	bio_check_eod: 3286214 callbacks suppressed	https://nvd.nist.gov/vuln/detail/CVE-2024-49994	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-49998	4.7	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  net: dsa: improve shutdown sequence  Alexander Sverdlin presents 2 problems during shutdown with the lan9303 driver. One is specific to lan9303 and the other just happens to reproduce there.  The first problem is that lan9303 is unique among DSA drivers in that it calls dev_get_drvdata() at "arbitrary runtime" (not probe, not shutdown, not remove):  phy_state_machine() -> ...    -> dsa_user_phy_read()       -> ds->ops->phy_read()          -> lan9303_phy_read()             -> chip->ops->phy_read()                -> lan9303_mdio_phy_read()                   -> dev_get_drvdata()  But we never stop the phy_state_machine(), so it may continue to run after dsa_switch_shutdown(). Our common pattern in all DSA drivers is to set drvdata to NULL to suppress the remove() method that may come afterwards. But in this case it will result in an NPD.  The second problem is that the way in which we set dp->conduit->dsa_ptr = NULL; is concurrent with receive packet processing. dsa_switch_rcv() checks once whether dev->dsa_ptr is NULL, but afterwards, rather than continuing to use that non-NULL value, dev->dsa_ptr is dereferenced again and again without NULL checks: dsa_conduit_find_user() and many other places. In between dereferences, there is no locking to ensure that what was valid once continues to be valid.  Both problems have the common aspect that closing the conduit interface solves them.  In the first case, dev_close(conduit) triggers the NETDEV_GOING_DOWN event in dsa_user_netdevice_event() which closes user ports as well. dsa_port_disable_rt() calls phylink_stop(), which synchronously stops the phylink state machine, and ds->ops->phy_read() will thus no longer call into the driver after this point.  In the second case, dev_close(conduit) should do this, as per Documentation/networking/driver.rst:  | Quiescence | ---------- | | After the ndo_stop routine has been called, the hardware must | not receive or transmit any data.  All in flight packets must | be aborted. If necessary, poll or wait for completion of | any reset commands.  So it should be sufficient to ensure that later, when we zeroize conduit->dsa_ptr, there will be no concurrent dsa_switch_rcv() call on this conduit.  The addition of the netif_device_detach() function is to ensure that ioctls, rtnetlinks and ethtool requests on the user ports no longer propagate down to the driver - we're no longer prepared to handle them.  The race condition actually did not exist when commit 0650bf52b31f ("net: dsa: be compatible with masters which unregister on shutdown") first introduced dsa_switch_shutdown(). It was created later, when we stopped unregistering the user interfaces from a bad spot, and we just replaced that sequence with a racy zeroization of conduit->dsa_ptr (one which doesn't ensure that the interfaces aren't up).	https://nvd.nist.gov/vuln/detail/CVE-2024-49998	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50004	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/amd/display: update DML2 policy EnhancedPrefetchScheduleAccelerationFinal DCN35  [WHY & HOW] Mismatch in DCN35 DML2 cause bw validation failed to acquire unexpected DPP pipe to cause grey screen and system hang. Remove EnhancedPrefetchScheduleAccelerationFinal value override to match HW spec.  (cherry picked from commit 9dad21f910fcea2bdcff4af46159101d7f9cd8ba)	https://nvd.nist.gov/vuln/detail/CVE-2024-50004	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50009	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  cpufreq: amd-pstate: add check for cpufreq_cpu_get's return value  cpufreq_cpu_get may return NULL. To avoid NULL-dereference check it and return in case of error.  Found by Linux Verification Center (linuxtesting.org) with SVACE.	https://nvd.nist.gov/vuln/detail/CVE-2024-50009	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50010	4.7	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  exec: don't WARN for racy path_noexec check  Both i_mode and noexec checks wrapped in WARN_ON stem from an artifact of the previous implementation. They used to legitimately check for the condition, but that got moved up in two commits: 633fb6ac3980 ("exec: move S_ISREG() check earlier") 0fd338b2d2cd ("exec: move path_noexec() check earlier")  Instead of being removed said checks are WARN_ON'ed instead, which has some debug value.  However, the spurious path_noexec check is racy, resulting in unwarranted warnings should someone race with setting the noexec flag.  One can note there is more to perm-checking whether execve is allowed and none of the conditions are guaranteed to still hold after they were tested for.  Additionally this does not validate whether the code path did any perm checking to begin with -- it will pass if the inode happens to be regular.  Keep the redundant path_noexec() check even though it's mindless nonsense checking for guarantee that isn't given so drop the WARN.  Reword the commentary and do small tidy ups while here.  [brauner: keep redundant path_noexec() check]	https://nvd.nist.gov/vuln/detail/CVE-2024-50010	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50014	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  ext4: fix access to uninitialised lock in fc replay path  The following kernel trace can be triggered with fstest generic/629 when executed against a filesystem with fast-commit feature enabled:  INFO: trying to register non-static key. The code is fine but needs lockdep annotation, or maybe you didn't initialize this object before use? turning off the locking correctness validator. CPU: 0 PID: 866 Comm: mount Not tainted 6.10.0+ #11 Hardware name: QEMU Standard PC (i440FX + PIIX, 1996), BIOS rel-1.16.2-3-gd478f380-prebuilt.qemu.org 04/01/2014 Call Trace:  <TASK>  dump_stack_lvl+0x66/0x90  register_lock_class+0x759/0x7d0  __lock_acquire+0x85/0x2630  ? __find_get_block+0xb4/0x380  lock_acquire+0xd1/0x2d0  ? __ext4_journal_get_write_access+0xd5/0x160  _raw_spin_lock+0x33/0x40  ? __ext4_journal_get_write_access+0xd5/0x160  __ext4_journal_get_write_access+0xd5/0x160  ext4_reserve_inode_write+0x61/0xb0  __ext4_mark_inode_dirty+0x79/0x270  ? ext4_ext_replay_set_iblocks+0x2f8/0x450  ext4_ext_replay_set_iblocks+0x330/0x450  ext4_fc_replay+0x14c8/0x1540  ? jread+0x88/0x2e0  ? rcu_is_watching+0x11/0x40  do_one_pass+0x447/0xd00  jbd2_journal_recover+0x139/0x1b0  jbd2_journal_load+0x96/0x390  ext4_load_and_init_journal+0x253/0xd40  ext4_fill_super+0x2cc6/0x3180 ...  In the replay path there's an attempt to lock sbi->s_bdev_wb_lock in function ext4_check_bdev_write_error().  Unfortunately, at this point this spinlock has not been initialized yet.  Moving it's initialization to an earlier point in __ext4_fill_super() fixes this splat.	https://nvd.nist.gov/vuln/detail/CVE-2024-50014	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50017	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  x86/mm/ident_map: Use gbpages only where full GB page should be mapped.  When ident_pud_init() uses only GB pages to create identity maps, large ranges of addresses not actually requested can be included in the resulting table; a 4K request will map a full GB.  This can include a lot of extra address space past that requested, including areas marked reserved by the BIOS.  That allows processor speculation into reserved regions, that on UV systems can cause system halts.  Only use GB pages when map creation requests include the full GB page of space.  Fall back to using smaller 2M pages when only portions of a GB page are included in the request.  No attempt is made to coalesce mapping requests. If a request requires a map entry at the 2M (pmd) level, subsequent mapping requests within the same 1G region will also be at the pmd level, even if adjacent or overlapping such requests could have been combined to map a full GB page. Existing usage starts with larger regions and then adds smaller regions, so this should not have any great consequence.	https://nvd.nist.gov/vuln/detail/CVE-2024-50017	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50027	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  thermal: core: Free tzp copy along with the thermal zone  The object pointed to by tz->tzp may still be accessed after being freed in thermal_zone_device_unregister(), so move the freeing of it to the point after the removal completion has been completed at which it cannot be accessed any more.	https://nvd.nist.gov/vuln/detail/CVE-2024-50027	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50028	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  thermal: core: Reference count the zone in thermal_zone_get_by_id()  There are places in the thermal netlink code where nothing prevents the thermal zone object from going away while being accessed after it has been returned by thermal_zone_get_by_id().  To address this, make thermal_zone_get_by_id() get a reference on the thermal zone device object to be returned with the help of get_device(), under thermal_list_lock, and adjust all of its callers to this change with the help of the cleanup.h infrastructure.	https://nvd.nist.gov/vuln/detail/CVE-2024-50028	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50090	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  drm/xe/oa: Fix overflow in oa batch buffer  By default xe_bb_create_job() appends a MI_BATCH_BUFFER_END to batch buffer, this is not a problem if batch buffer is only used once but oa reuses the batch buffer for the same metric and at each call it appends a MI_BATCH_BUFFER_END, printing the warning below and then overflowing.  [  381.072016] ------------[ cut here ]------------ [  381.072019] xe 0000:00:02.0: [drm] Assertion `bb->len * 4 + bb_prefetch(q->gt) <= size` failed!                platform: LUNARLAKE subplatform: 1                graphics: Xe2_LPG / Xe2_HPG 20.04 step B0                media: Xe2_LPM / Xe2_HPM 20.00 step B0                tile: 0 VRAM 0 B                GT: 0 type 1  So here checking if batch buffer already have MI_BATCH_BUFFER_END if not append it.  v2: - simply fix, suggestion from Ashutosh  (cherry picked from commit 9ba0e0f30ca42a98af3689460063edfb6315718a)	https://nvd.nist.gov/vuln/detail/CVE-2024-50090	filtered-vector-low-criticality: LOCAL scorev3<7
CVE-2024-50091	5.5	LOCAL	yes	In the Linux kernel, the following vulnerability has been resolved:  dm vdo: don't refer to dedupe_context after releasing it  Clear the dedupe_context pointer in a data_vio whenever ownership of the context is lost, so that vdo can't examine it accidentally.	https://nvd.nist.gov/vuln/detail/CVE-2024-50091	filtered-vector-low-criticality: LOCAL scorev3<7
